,season,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,date
10880,Spring,12,0,Tuesday,1,Best,0.52,0.5,0.25,0.0,101,230,331,2012-04-03
10881,Spring,13,0,Tuesday,1,Best,0.56,0.5303,0.19,0.2537,120,225,345,2012-04-03
10882,Spring,14,0,Tuesday,1,Best,0.56,0.5303,0.21,0.2239,120,191,311,2012-04-03
10883,Spring,15,0,Tuesday,1,Best,0.6,0.5909,0.2,0.194,109,207,316,2012-04-03
10884,Spring,16,0,Tuesday,1,Best,0.62,0.6061,0.21,0.1642,145,340,485,2012-04-03
10885,Spring,17,0,Tuesday,1,Best,0.62,0.6061,0.17,0.194,123,634,757,2012-04-03
10886,Spring,18,0,Tuesday,1,Best,0.6,0.6061,0.26,0.1642,139,661,800,2012-04-03
10887,Spring,19,0,Tuesday,1,Best,0.56,0.5303,0.26,0.1045,98,460,558,2012-04-03
10888,Spring,20,0,Tuesday,1,Best,0.56,0.5303,0.24,0.1343,54,325,379,2012-04-03
10889,Spring,21,0,Tuesday,1,Best,0.54,0.5152,0.45,0.0,33,210,243,2012-04-03
10890,Spring,22,0,Tuesday,1,Best,0.5,0.4848,0.51,0.0,25,133,158,2012-04-03
10891,Spring,23,0,Tuesday,1,Best,0.5,0.4848,0.59,0.0,13,66,79,2012-04-03
10892,Spring,0,0,Wednesday,1,Best,0.48,0.4697,0.48,0.0,18,23,41,2012-04-04
10893,Spring,1,0,Wednesday,1,Best,0.46,0.4545,0.59,0.0,0,11,11,2012-04-04
10894,Spring,2,0,Wednesday,1,Best,0.46,0.4545,0.51,0.0,0,5,5,2012-04-04
10895,Spring,3,0,Wednesday,1,Best,0.44,0.4394,0.58,0.0896,0,3,3,2012-04-04
10896,Spring,4,0,Wednesday,1,Best,0.42,0.4242,0.67,0.0896,0,1,1,2012-04-04
10897,Spring,5,0,Wednesday,1,Best,0.42,0.4242,0.67,0.0896,0,27,27,2012-04-04
10898,Spring,6,0,Wednesday,1,Okay,0.42,0.4242,0.58,0.0,6,120,126,2012-04-04
10899,Spring,7,0,Wednesday,1,Okay,0.44,0.4394,0.62,0.0,12,354,366,2012-04-04
10900,Spring,8,0,Wednesday,1,Okay,0.44,0.4394,0.72,0.1045,31,653,684,2012-04-04
10901,Spring,9,0,Wednesday,1,Okay,0.48,0.4697,0.55,0.1343,47,316,363,2012-04-04
10902,Spring,10,0,Wednesday,1,Okay,0.54,0.5152,0.45,0.1343,68,99,167,2012-04-04
10903,Spring,11,0,Wednesday,1,Okay,0.6,0.6212,0.43,0.3582,61,152,213,2012-04-04
10904,Spring,12,0,Wednesday,1,Okay,0.6,0.6212,0.46,0.4179,73,210,283,2012-04-04
10905,Spring,13,0,Wednesday,1,Okay,0.6,0.6212,0.46,0.2537,70,181,251,2012-04-04
10906,Spring,14,0,Wednesday,1,Okay,0.62,0.6212,0.46,0.194,82,176,258,2012-04-04
10907,Spring,15,0,Wednesday,1,Okay,0.64,0.6212,0.44,0.2836,86,182,268,2012-04-04
10908,Spring,16,0,Wednesday,1,Okay,0.64,0.6212,0.44,0.2836,86,304,390,2012-04-04
10909,Spring,17,0,Wednesday,1,Best,0.66,0.6212,0.41,0.2985,99,645,744,2012-04-04
10910,Spring,18,0,Wednesday,1,Best,0.66,0.6212,0.41,0.2537,113,646,759,2012-04-04
10911,Spring,19,0,Wednesday,1,Best,0.66,0.6212,0.39,0.2239,75,419,494,2012-04-04
10912,Spring,20,0,Wednesday,1,Best,0.64,0.6212,0.27,0.2239,39,333,372,2012-04-04
10913,Spring,21,0,Wednesday,1,Best,0.6,0.6061,0.23,0.3284,43,255,298,2012-04-04
10914,Spring,22,0,Wednesday,1,Best,0.56,0.5303,0.22,0.1642,30,151,181,2012-04-04
10915,Spring,23,0,Wednesday,1,Best,0.52,0.5,0.23,0.4179,19,112,131,2012-04-04
10916,Spring,0,0,Thursday,1,Best,0.52,0.5,0.23,0.4179,12,33,45,2012-04-05
10917,Spring,1,0,Thursday,1,Best,0.48,0.4697,0.27,0.3284,4,9,13,2012-04-05
10918,Spring,2,0,Thursday,1,Best,0.46,0.4545,0.33,0.4478,7,11,18,2012-04-05
10919,Spring,3,0,Thursday,1,Best,0.42,0.4242,0.41,0.2985,0,5,5,2012-04-05
10920,Spring,4,0,Thursday,1,Best,0.38,0.3939,0.43,0.2836,0,1,1,2012-04-05
10921,Spring,5,0,Thursday,1,Best,0.38,0.3939,0.43,0.2836,1,28,29,2012-04-05
10922,Spring,6,0,Thursday,1,Best,0.36,0.3333,0.46,0.3284,8,118,126,2012-04-05
10923,Spring,7,0,Thursday,1,Best,0.34,0.3333,0.49,0.194,15,339,354,2012-04-05
10924,Spring,8,0,Thursday,1,Best,0.36,0.3485,0.46,0.2239,28,610,638,2012-04-05
10925,Spring,9,0,Thursday,1,Best,0.4,0.4091,0.37,0.2537,61,290,351,2012-04-05
10926,Spring,10,0,Thursday,1,Best,0.42,0.4242,0.35,0.2836,88,158,246,2012-04-05
10927,Spring,11,0,Thursday,1,Okay,0.42,0.4242,0.38,0.2239,109,159,268,2012-04-05
10928,Spring,12,0,Thursday,1,Best,0.44,0.4394,0.33,0.0,66,210,276,2012-04-05
10929,Spring,13,0,Thursday,1,Best,0.46,0.4545,0.31,0.0,89,202,291,2012-04-05
10930,Spring,14,0,Thursday,1,Best,0.46,0.4545,0.33,0.1642,143,144,287,2012-04-05
10931,Spring,15,0,Thursday,1,Best,0.5,0.4848,0.31,0.1045,98,171,269,2012-04-05
10932,Spring,16,0,Thursday,1,Best,0.5,0.4848,0.31,0.194,84,318,402,2012-04-05
10933,Spring,17,0,Thursday,1,Best,0.5,0.4848,0.31,0.1642,145,677,822,2012-04-05
10934,Spring,18,0,Thursday,1,Best,0.5,0.4848,0.31,0.1045,80,618,698,2012-04-05
10935,Spring,19,0,Thursday,1,Best,0.48,0.4697,0.31,0.2537,64,423,487,2012-04-05
10936,Spring,20,0,Thursday,1,Best,0.44,0.4394,0.41,0.194,33,279,312,2012-04-05
10937,Spring,21,0,Thursday,1,Best,0.42,0.4242,0.47,0.194,25,209,234,2012-04-05
10938,Spring,22,0,Thursday,1,Best,0.4,0.4091,0.47,0.194,20,129,149,2012-04-05
10939,Spring,23,0,Thursday,1,Best,0.4,0.4091,0.5,0.1343,12,124,136,2012-04-05
10940,Spring,0,0,Friday,1,Best,0.4,0.4091,0.43,0.0,12,49,61,2012-04-06
10941,Spring,1,0,Friday,1,Best,0.36,0.3485,0.62,0.1343,10,28,38,2012-04-06
10942,Spring,2,0,Friday,1,Best,0.36,0.3333,0.5,0.3881,6,5,11,2012-04-06
10943,Spring,3,0,Friday,1,Best,0.34,0.303,0.53,0.3284,3,5,8,2012-04-06
10944,Spring,4,0,Friday,1,Best,0.34,0.3182,0.49,0.2537,2,3,5,2012-04-06
10945,Spring,5,0,Friday,1,Best,0.32,0.303,0.53,0.3284,0,23,23,2012-04-06
10946,Spring,6,0,Friday,1,Best,0.3,0.2727,0.49,0.3881,0,80,80,2012-04-06
10947,Spring,7,0,Friday,1,Best,0.3,0.2879,0.49,0.2836,15,231,246,2012-04-06
10948,Spring,8,0,Friday,1,Best,0.3,0.2727,0.49,0.3284,19,489,508,2012-04-06
10949,Spring,9,0,Friday,1,Best,0.34,0.303,0.42,0.3284,58,318,376,2012-04-06
10950,Spring,10,0,Friday,1,Best,0.36,0.3333,0.4,0.3284,81,157,238,2012-04-06
10951,Spring,11,0,Friday,1,Best,0.4,0.4091,0.37,0.2985,112,179,291,2012-04-06
10952,Spring,12,0,Friday,1,Best,0.42,0.4242,0.35,0.2985,113,224,337,2012-04-06
10953,Spring,13,0,Friday,1,Best,0.44,0.4394,0.33,0.3284,173,238,411,2012-04-06
10954,Spring,14,0,Friday,1,Best,0.48,0.4697,0.29,0.3881,240,250,490,2012-04-06
10955,Spring,15,0,Friday,1,Best,0.5,0.4848,0.27,0.2836,218,319,537,2012-04-06
10956,Spring,16,0,Friday,1,Best,0.5,0.4848,0.22,0.4179,184,352,536,2012-04-06
10957,Spring,17,0,Friday,1,Best,0.52,0.5,0.23,0.4179,172,483,655,2012-04-06
10958,Spring,18,0,Friday,1,Best,0.5,0.4848,0.22,0.4627,104,380,484,2012-04-06
10959,Spring,19,0,Friday,1,Best,0.48,0.4697,0.23,0.2985,115,297,412,2012-04-06
10960,Spring,20,0,Friday,1,Best,0.46,0.4545,0.24,0.2836,61,191,252,2012-04-06
10961,Spring,21,0,Friday,1,Best,0.44,0.4394,0.26,0.1343,54,136,190,2012-04-06
10962,Spring,22,0,Friday,1,Best,0.4,0.4091,0.35,0.2239,34,124,158,2012-04-06
10963,Spring,23,0,Friday,1,Best,0.42,0.4242,0.3,0.2836,21,92,113,2012-04-06
10964,Spring,0,0,Saturday,0,Best,0.42,0.4242,0.26,0.2985,9,85,94,2012-04-07
10965,Spring,1,0,Saturday,0,Best,0.4,0.4091,0.28,0.2537,9,60,69,2012-04-07
10966,Spring,2,0,Saturday,0,Best,0.36,0.3333,0.29,0.3582,11,25,36,2012-04-07
10967,Spring,3,0,Saturday,0,Best,0.36,0.3333,0.32,0.2537,7,21,28,2012-04-07
10968,Spring,4,0,Saturday,0,Best,0.32,0.3182,0.36,0.1642,3,4,7,2012-04-07
10969,Spring,5,0,Saturday,0,Best,0.32,0.3182,0.33,0.1642,0,2,2,2012-04-07
10970,Spring,6,0,Saturday,0,Best,0.32,0.3182,0.36,0.194,1,18,19,2012-04-07
10971,Spring,7,0,Saturday,0,Best,0.32,0.303,0.33,0.2836,14,40,54,2012-04-07
10972,Spring,8,0,Saturday,0,Best,0.34,0.3182,0.34,0.2537,29,94,123,2012-04-07
10973,Spring,9,0,Saturday,0,Best,0.4,0.4091,0.3,0.2537,103,173,276,2012-04-07
10974,Spring,10,0,Saturday,0,Best,0.42,0.4242,0.28,0.2537,187,176,363,2012-04-07
10975,Spring,11,0,Saturday,0,Best,0.44,0.4394,0.24,0.2985,251,244,495,2012-04-07
10976,Spring,12,0,Saturday,0,Best,0.46,0.4545,0.23,0.3881,320,270,590,2012-04-07
10977,Spring,13,0,Saturday,0,Best,0.5,0.4848,0.22,0.194,355,288,643,2012-04-07
10978,Spring,14,0,Saturday,0,Best,0.5,0.4848,0.22,0.2985,326,252,578,2012-04-07
10979,Spring,15,0,Saturday,0,Best,0.52,0.5,0.19,0.4179,321,305,626,2012-04-07
10980,Spring,16,0,Saturday,0,Best,0.54,0.5152,0.19,0.3881,354,261,615,2012-04-07
10981,Spring,17,0,Saturday,0,Best,0.54,0.5152,0.19,0.4179,299,268,567,2012-04-07
10982,Spring,18,0,Saturday,0,Best,0.54,0.5152,0.18,0.2985,227,290,517,2012-04-07
10983,Spring,19,0,Saturday,0,Best,0.54,0.5152,0.16,0.3284,170,243,413,2012-04-07
10984,Spring,20,0,Saturday,0,Best,0.5,0.4848,0.2,0.2239,73,135,208,2012-04-07
10985,Spring,21,0,Saturday,0,Best,0.5,0.4848,0.2,0.194,75,159,234,2012-04-07
10986,Spring,22,0,Saturday,0,Best,0.48,0.4697,0.2,0.194,76,106,182,2012-04-07
10987,Spring,23,0,Saturday,0,Best,0.46,0.4545,0.23,0.2239,32,86,118,2012-04-07
10988,Spring,0,0,Sunday,0,Best,0.44,0.4394,0.24,0.2239,21,64,85,2012-04-08
10989,Spring,1,0,Sunday,0,Best,0.44,0.4394,0.24,0.2239,14,50,64,2012-04-08
10990,Spring,2,0,Sunday,0,Best,0.44,0.4394,0.24,0.2239,7,25,32,2012-04-08
10991,Spring,3,0,Sunday,0,Best,0.42,0.4242,0.26,0.1343,8,18,26,2012-04-08
10992,Spring,4,0,Sunday,0,Best,0.4,0.4091,0.4,0.0,0,7,7,2012-04-08
10993,Spring,5,0,Sunday,0,Best,0.38,0.3939,0.46,0.0,4,8,12,2012-04-08
10994,Spring,6,0,Sunday,0,Best,0.36,0.3788,0.37,0.0,7,21,28,2012-04-08
10995,Spring,7,0,Sunday,0,Best,0.38,0.3939,0.27,0.1642,12,25,37,2012-04-08
10996,Spring,8,0,Sunday,0,Best,0.4,0.4091,0.3,0.194,19,65,84,2012-04-08
10997,Spring,9,0,Sunday,0,Best,0.44,0.4394,0.26,0.2239,71,108,179,2012-04-08
10998,Spring,10,0,Sunday,0,Best,0.5,0.4848,0.25,0.2239,113,186,299,2012-04-08
10999,Spring,11,0,Sunday,0,Best,0.5,0.4848,0.25,0.2836,195,209,404,2012-04-08
11000,Spring,12,0,Sunday,0,Best,0.54,0.5152,0.24,0.2537,198,259,457,2012-04-08
11001,Spring,13,0,Sunday,0,Best,0.58,0.5455,0.23,0.1642,229,254,483,2012-04-08
11002,Spring,14,0,Sunday,0,Best,0.6,0.5909,0.18,0.4478,254,249,503,2012-04-08
11003,Spring,15,0,Sunday,0,Best,0.62,0.6061,0.17,0.3582,260,226,486,2012-04-08
11004,Spring,16,0,Sunday,0,Best,0.64,0.6061,0.19,0.3284,232,244,476,2012-04-08
11005,Spring,17,0,Sunday,0,Best,0.62,0.6061,0.22,0.2985,185,226,411,2012-04-08
11006,Spring,18,0,Sunday,0,Best,0.62,0.6061,0.25,0.3284,151,159,310,2012-04-08
11007,Spring,19,0,Sunday,0,Best,0.6,0.6061,0.23,0.3881,89,187,276,2012-04-08
11008,Spring,20,0,Sunday,0,Best,0.56,0.5303,0.28,0.4179,65,146,211,2012-04-08
11009,Spring,21,0,Sunday,0,Best,0.52,0.5,0.34,0.2239,53,77,130,2012-04-08
11010,Spring,22,0,Sunday,0,Best,0.5,0.4848,0.36,0.2239,33,85,118,2012-04-08
11011,Spring,23,0,Sunday,0,Best,0.5,0.4848,0.39,0.2537,10,41,51,2012-04-08
11012,Spring,0,0,Monday,1,Best,0.48,0.4697,0.39,0.2836,8,29,37,2012-04-09
11013,Spring,1,0,Monday,1,Best,0.46,0.4545,0.41,0.1343,4,12,16,2012-04-09
11014,Spring,2,0,Monday,1,Best,0.46,0.4545,0.31,0.194,2,4,6,2012-04-09
11015,Spring,3,0,Monday,1,Best,0.44,0.4394,0.3,0.1642,0,3,3,2012-04-09
11016,Spring,4,0,Monday,1,Best,0.44,0.4394,0.24,0.194,2,3,5,2012-04-09
11017,Spring,5,0,Monday,1,Best,0.44,0.4394,0.24,0.194,2,30,32,2012-04-09
11018,Spring,6,0,Monday,1,Best,0.42,0.4242,0.26,0.2239,3,108,111,2012-04-09
11019,Spring,7,0,Monday,1,Best,0.42,0.4242,0.28,0.194,11,320,331,2012-04-09
11020,Spring,8,0,Monday,1,Best,0.44,0.4394,0.3,0.194,22,595,617,2012-04-09
11021,Spring,9,0,Monday,1,Best,0.46,0.4545,0.31,0.3582,50,236,286,2012-04-09
11022,Spring,10,0,Monday,1,Best,0.5,0.4848,0.27,0.4925,65,113,178,2012-04-09
11023,Spring,11,0,Monday,1,Best,0.52,0.5,0.27,0.4179,96,127,223,2012-04-09
11024,Spring,12,0,Monday,1,Best,0.54,0.5152,0.28,0.7164,94,186,280,2012-04-09
11025,Spring,13,0,Monday,1,Best,0.54,0.5152,0.28,0.5821,108,173,281,2012-04-09
11026,Spring,14,0,Monday,1,Best,0.56,0.5303,0.28,0.5522,66,152,218,2012-04-09
11027,Spring,15,0,Monday,1,Best,0.58,0.5455,0.28,0.5522,82,173,255,2012-04-09
11028,Spring,16,0,Monday,1,Best,0.56,0.5303,0.3,0.4179,81,310,391,2012-04-09
11029,Spring,17,0,Monday,1,Best,0.54,0.5152,0.32,0.4179,67,565,632,2012-04-09
11030,Spring,18,0,Monday,1,Best,0.54,0.5152,0.34,0.2985,60,586,646,2012-04-09
11031,Spring,19,0,Monday,1,Best,0.52,0.5,0.34,0.3582,35,386,421,2012-04-09
11032,Spring,20,0,Monday,1,Best,0.5,0.4848,0.36,0.4478,21,255,276,2012-04-09
11033,Spring,21,0,Monday,1,Bad,0.48,0.4697,0.41,0.4179,14,151,165,2012-04-09
11034,Spring,22,0,Monday,1,Okay,0.46,0.4545,0.41,0.4925,6,102,108,2012-04-09
11035,Spring,23,0,Monday,1,Best,0.44,0.4394,0.44,0.2985,6,61,67,2012-04-09
11036,Spring,0,0,Tuesday,1,Okay,0.44,0.4394,0.47,0.2836,3,23,26,2012-04-10
11037,Spring,1,0,Tuesday,1,Best,0.42,0.4242,0.5,0.2239,0,9,9,2012-04-10
11038,Spring,2,0,Tuesday,1,Best,0.36,0.3485,0.71,0.1343,0,2,2,2012-04-10
11039,Spring,3,0,Tuesday,1,Best,0.36,0.3485,0.71,0.1343,0,2,2,2012-04-10
11040,Spring,4,0,Tuesday,1,Best,0.34,0.3333,0.71,0.1343,0,2,2,2012-04-10
11041,Spring,5,0,Tuesday,1,Best,0.34,0.3333,0.71,0.1343,0,24,24,2012-04-10
11042,Spring,6,0,Tuesday,1,Best,0.34,0.3485,0.71,0.1045,3,100,103,2012-04-10
11043,Spring,7,0,Tuesday,1,Best,0.34,0.3485,0.71,0.1045,16,368,384,2012-04-10
11044,Spring,8,0,Tuesday,1,Best,0.38,0.3939,0.62,0.1343,22,670,692,2012-04-10
11045,Spring,9,0,Tuesday,1,Best,0.42,0.4242,0.67,0.194,16,303,319,2012-04-10
11046,Spring,10,0,Tuesday,1,Best,0.46,0.4545,0.47,0.1642,49,132,181,2012-04-10
11047,Spring,11,0,Tuesday,1,Best,0.5,0.4848,0.36,0.0,78,161,239,2012-04-10
11048,Spring,12,0,Tuesday,1,Best,0.54,0.5152,0.22,0.2836,75,184,259,2012-04-10
11049,Spring,13,0,Tuesday,1,Best,0.52,0.5,0.23,0.1642,81,202,283,2012-04-10
11050,Spring,14,0,Tuesday,1,Best,0.54,0.5152,0.24,0.194,75,149,224,2012-04-10
11051,Spring,15,0,Tuesday,1,Best,0.56,0.5303,0.21,0.2985,46,157,203,2012-04-10
11052,Spring,16,0,Tuesday,1,Best,0.58,0.5455,0.21,0.2537,66,296,362,2012-04-10
11053,Spring,17,0,Tuesday,1,Best,0.56,0.5303,0.21,0.5224,88,656,744,2012-04-10
11054,Spring,18,0,Tuesday,1,Best,0.54,0.5152,0.22,0.4179,78,626,704,2012-04-10
11055,Spring,19,0,Tuesday,1,Best,0.52,0.5,0.2,0.3582,51,428,479,2012-04-10
11056,Spring,20,0,Tuesday,1,Best,0.46,0.4545,0.28,0.3881,34,248,282,2012-04-10
11057,Spring,21,0,Tuesday,1,Best,0.44,0.4394,0.3,0.4478,15,191,206,2012-04-10
11058,Spring,22,0,Tuesday,1,Best,0.4,0.4091,0.37,0.4925,9,118,127,2012-04-10
11059,Spring,23,0,Tuesday,1,Best,0.36,0.3333,0.4,0.4179,14,48,62,2012-04-10
11060,Spring,0,0,Wednesday,1,Best,0.34,0.303,0.36,0.4179,8,22,30,2012-04-11
11061,Spring,1,0,Wednesday,1,Best,0.34,0.3182,0.39,0.2836,3,9,12,2012-04-11
11062,Spring,2,0,Wednesday,1,Best,0.32,0.303,0.45,0.2836,0,2,2,2012-04-11
11063,Spring,3,0,Wednesday,1,Best,0.3,0.2879,0.49,0.2239,0,2,2,2012-04-11
11064,Spring,5,0,Wednesday,1,Best,0.28,0.2727,0.56,0.194,1,26,27,2012-04-11
11065,Spring,6,0,Wednesday,1,Best,0.28,0.2879,0.56,0.1045,3,103,106,2012-04-11
11066,Spring,7,0,Wednesday,1,Best,0.28,0.2879,0.52,0.1343,18,303,321,2012-04-11
11067,Spring,8,0,Wednesday,1,Best,0.3,0.2879,0.49,0.2239,14,581,595,2012-04-11
11068,Spring,9,0,Wednesday,1,Okay,0.32,0.303,0.49,0.2985,20,282,302,2012-04-11
11069,Spring,10,0,Wednesday,1,Okay,0.34,0.303,0.49,0.3284,26,127,153,2012-04-11
11070,Spring,11,0,Wednesday,1,Okay,0.38,0.3939,0.43,0.3284,38,142,180,2012-04-11
11071,Spring,12,0,Wednesday,1,Okay,0.36,0.3333,0.46,0.3881,35,147,182,2012-04-11
11072,Spring,13,0,Wednesday,1,Okay,0.4,0.4091,0.4,0.3582,16,147,163,2012-04-11
11073,Spring,14,0,Wednesday,1,Best,0.36,0.3485,0.57,0.194,34,101,135,2012-04-11
11074,Spring,15,0,Wednesday,1,Bad,0.38,0.3939,0.46,0.2239,50,152,202,2012-04-11
11075,Spring,16,0,Wednesday,1,Best,0.44,0.4394,0.33,0.2985,51,256,307,2012-04-11
11076,Spring,17,0,Wednesday,1,Best,0.42,0.4242,0.35,0.3881,52,527,579,2012-04-11
11077,Spring,18,0,Wednesday,1,Bad,0.4,0.4091,0.43,0.4179,39,546,585,2012-04-11
11078,Spring,19,0,Wednesday,1,Best,0.4,0.4091,0.4,0.3582,28,356,384,2012-04-11
11079,Spring,20,0,Wednesday,1,Best,0.36,0.3333,0.46,0.3284,22,213,235,2012-04-11
11080,Spring,21,0,Wednesday,1,Best,0.34,0.303,0.57,0.3881,11,154,165,2012-04-11
11081,Spring,22,0,Wednesday,1,Best,0.34,0.303,0.57,0.3284,4,130,134,2012-04-11
11082,Spring,23,0,Wednesday,1,Best,0.34,0.303,0.57,0.2985,9,52,61,2012-04-11
11083,Spring,0,0,Thursday,1,Best,0.32,0.303,0.66,0.2836,1,22,23,2012-04-12
11084,Spring,1,0,Thursday,1,Best,0.32,0.303,0.66,0.2239,2,7,9,2012-04-12
11085,Spring,2,0,Thursday,1,Best,0.32,0.303,0.61,0.2836,0,4,4,2012-04-12
11086,Spring,3,0,Thursday,1,Best,0.32,0.303,0.61,0.2537,2,3,5,2012-04-12
11087,Spring,4,0,Thursday,1,Best,0.3,0.2879,0.61,0.2239,0,1,1,2012-04-12
11088,Spring,5,0,Thursday,1,Best,0.3,0.2879,0.61,0.2239,0,21,21,2012-04-12
11089,Spring,6,0,Thursday,1,Best,0.3,0.2879,0.65,0.2537,2,94,96,2012-04-12
11090,Spring,7,0,Thursday,1,Best,0.3,0.2727,0.65,0.3284,12,294,306,2012-04-12
11091,Spring,8,0,Thursday,1,Best,0.32,0.303,0.66,0.3284,20,604,624,2012-04-12
11092,Spring,9,0,Thursday,1,Best,0.36,0.3333,0.57,0.3582,16,271,287,2012-04-12
11093,Spring,10,0,Thursday,1,Best,0.4,0.4091,0.5,0.2985,38,103,141,2012-04-12
11094,Spring,11,0,Thursday,1,Best,0.42,0.4242,0.47,0.2985,50,174,224,2012-04-12
11095,Spring,12,0,Thursday,1,Best,0.46,0.4545,0.41,0.4478,60,199,259,2012-04-12
11096,Spring,13,0,Thursday,1,Best,0.48,0.4697,0.36,0.4478,55,148,203,2012-04-12
11097,Spring,14,0,Thursday,1,Best,0.5,0.4848,0.31,0.3284,74,150,224,2012-04-12
11098,Spring,15,0,Thursday,1,Best,0.48,0.4697,0.31,0.2537,42,169,211,2012-04-12
11099,Spring,16,0,Thursday,1,Best,0.48,0.4697,0.31,0.2836,54,299,353,2012-04-12
11100,Spring,17,0,Thursday,1,Best,0.5,0.4848,0.27,0.3881,60,596,656,2012-04-12
11101,Spring,18,0,Thursday,1,Best,0.5,0.4848,0.27,0.3881,63,547,610,2012-04-12
11102,Spring,19,0,Thursday,1,Best,0.46,0.4545,0.31,0.2985,50,383,433,2012-04-12
11103,Spring,20,0,Thursday,1,Best,0.44,0.4394,0.33,0.2537,26,254,280,2012-04-12
11104,Spring,21,0,Thursday,1,Best,0.42,0.4242,0.35,0.1343,13,174,187,2012-04-12
11105,Spring,22,0,Thursday,1,Best,0.42,0.4242,0.35,0.194,15,143,158,2012-04-12
11106,Spring,23,0,Thursday,1,Best,0.42,0.4242,0.35,0.194,8,86,94,2012-04-12
11107,Spring,0,0,Friday,1,Best,0.4,0.4091,0.37,0.2537,14,41,55,2012-04-13
11108,Spring,1,0,Friday,1,Best,0.36,0.3485,0.46,0.194,2,28,30,2012-04-13
11109,Spring,2,0,Friday,1,Best,0.34,0.3333,0.49,0.194,6,5,11,2012-04-13
11110,Spring,3,0,Friday,1,Best,0.34,0.3333,0.61,0.1642,3,8,11,2012-04-13
11111,Spring,4,0,Friday,1,Okay,0.34,0.3333,0.53,0.1343,1,4,5,2012-04-13
11112,Spring,5,0,Friday,1,Okay,0.34,0.3333,0.53,0.1642,2,19,21,2012-04-13
11113,Spring,6,0,Friday,1,Best,0.32,0.3182,0.57,0.1642,0,84,84,2012-04-13
11114,Spring,7,0,Friday,1,Best,0.34,0.3182,0.61,0.2239,13,283,296,2012-04-13
11115,Spring,8,0,Friday,1,Best,0.38,0.3939,0.46,0.1642,24,539,563,2012-04-13
11116,Spring,9,0,Friday,1,Best,0.42,0.4242,0.41,0.1642,36,294,330,2012-04-13
11117,Spring,10,0,Friday,1,Best,0.44,0.4394,0.38,0.194,59,133,192,2012-04-13
11118,Spring,11,0,Friday,1,Best,0.46,0.4545,0.36,0.1343,75,158,233,2012-04-13
11119,Spring,12,0,Friday,1,Best,0.5,0.4848,0.31,0.0,104,218,322,2012-04-13
11120,Spring,13,0,Friday,1,Best,0.52,0.5,0.27,0.2836,112,246,358,2012-04-13
11121,Spring,14,0,Friday,1,Best,0.52,0.5,0.27,0.0,125,223,348,2012-04-13
11122,Spring,15,0,Friday,1,Best,0.54,0.5152,0.28,0.2537,115,237,352,2012-04-13
11123,Spring,16,0,Friday,1,Best,0.56,0.5303,0.26,0.2537,113,350,463,2012-04-13
11124,Spring,17,0,Friday,1,Best,0.56,0.5303,0.24,0.1642,117,621,738,2012-04-13
11125,Spring,18,0,Friday,1,Best,0.54,0.5152,0.26,0.1343,107,564,671,2012-04-13
11126,Spring,19,0,Friday,1,Best,0.54,0.5152,0.24,0.1642,75,352,427,2012-04-13
11127,Spring,20,0,Friday,1,Best,0.5,0.4848,0.29,0.1343,44,242,286,2012-04-13
11128,Spring,21,0,Friday,1,Best,0.5,0.4848,0.36,0.0,36,153,189,2012-04-13
11129,Spring,22,0,Friday,1,Best,0.44,0.4394,0.62,0.1045,34,181,215,2012-04-13
11130,Spring,23,0,Friday,1,Best,0.42,0.4242,0.62,0.0896,35,163,198,2012-04-13
11131,Spring,0,0,Saturday,0,Best,0.4,0.4091,0.58,0.1343,11,85,96,2012-04-14
11132,Spring,1,0,Saturday,0,Best,0.4,0.4091,0.58,0.1343,10,60,70,2012-04-14
11133,Spring,2,0,Saturday,0,Best,0.38,0.3939,0.66,0.1343,3,53,56,2012-04-14
11134,Spring,3,0,Saturday,0,Best,0.36,0.3636,0.66,0.0896,6,26,32,2012-04-14
11135,Spring,4,0,Saturday,0,Best,0.36,0.3636,0.71,0.1045,5,9,14,2012-04-14
11136,Spring,5,0,Saturday,0,Best,0.36,0.3636,0.66,0.1045,2,5,7,2012-04-14
11137,Spring,6,0,Saturday,0,Best,0.34,0.3333,0.76,0.1642,2,19,21,2012-04-14
11138,Spring,7,0,Saturday,0,Best,0.36,0.3636,0.71,0.1045,8,56,64,2012-04-14
11139,Spring,8,0,Saturday,0,Best,0.36,0.3485,0.71,0.1343,24,136,160,2012-04-14
11140,Spring,9,0,Saturday,0,Best,0.42,0.4242,0.54,0.1343,59,206,265,2012-04-14
11141,Spring,10,0,Saturday,0,Best,0.46,0.4545,0.51,0.1642,139,267,406,2012-04-14
11142,Spring,11,0,Saturday,0,Best,0.52,0.5,0.45,0.194,207,357,564,2012-04-14
11143,Spring,12,0,Saturday,0,Best,0.58,0.5455,0.35,0.2537,274,404,678,2012-04-14
11144,Spring,13,0,Saturday,0,Best,0.62,0.6212,0.33,0.2985,308,370,678,2012-04-14
11145,Spring,14,0,Saturday,0,Okay,0.64,0.6212,0.27,0.4478,288,372,660,2012-04-14
11146,Spring,15,0,Saturday,0,Okay,0.64,0.6212,0.27,0.3582,311,347,658,2012-04-14
11147,Spring,16,0,Saturday,0,Okay,0.64,0.6212,0.27,0.3582,253,329,582,2012-04-14
